Initializing Qwen Client with model: qwen3-vl-8b-instruct
Using Data Root: /ceph/hpc/home/euweihez/topcon/d2025d08-005-users/data_src/balanced/balanced_th/th/balanced_theory
--- SHARD INFO ---
Job ID: 1 / 4
Processing indices: 494 to 988 (Total: 494 papers)
[KZu3xhPhke] figure_1.jpg -> classified as: Plots / Charts
[KZu3xhPhke] figure_8.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_19.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_5.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_6.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_9.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_18.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_13.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_15.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_2.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_20.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_11.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_7.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_3.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_4.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_17.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_1.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_8.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_12.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_21.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_14.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_16.jpg -> classified as: Plots / Charts
[KnoS9XxIlK] figure_10.jpg -> classified as: Plots / Charts
[KsVlV2CRya] figure_5.jpg -> classified as: Plots / Charts
[KsVlV2CRya] figure_2.jpg -> classified as: Architecture Diagram
[KsVlV2CRya] figure_3.jpg -> classified as: Qualitative Examples
[KsVlV2CRya] figure_4.jpg -> classified as: Plots / Charts
[KsVlV2CRya] figure_1.jpg -> classified as: Plots / Charts
[KstDMYkfj4] figure_2.jpg -> classified as: Plots / Charts
[KstDMYkfj4] figure_3.jpg -> classified as: Plots / Charts
[KstDMYkfj4] figure_1.jpg -> classified as: Architecture Diagram
[Kuj5gVp5GQ] figure_2.jpg -> classified as: Plots / Charts
[Kuj5gVp5GQ] figure_3.jpg -> classified as: Plots / Charts
[Kuj5gVp5GQ] figure_1.jpg -> classified as: Plots / Charts
[Kwm1OyINXt] figure_5.jpg -> classified as: Plots / Charts
[Kwm1OyINXt] figure_6.jpg -> classified as: Plots / Charts
[Kwm1OyINXt] figure_2.jpg -> classified as: Architecture Diagram
[Kwm1OyINXt] figure_7.jpg -> classified as: Plots / Charts
[Kwm1OyINXt] figure_3.jpg -> classified as: Architecture Diagram
[Kwm1OyINXt] figure_4.jpg -> classified as: Plots / Charts
[Kwm1OyINXt] figure_1.jpg -> classified as: Plots / Charts
[Kwo20MWWCb] figure_5.jpg -> classified as: Plots / Charts
[Kwo20MWWCb] figure_2.jpg -> classified as: Plots / Charts
[Kwo20MWWCb] figure_3.jpg -> classified as: Plots / Charts
[Kwo20MWWCb] figure_4.jpg -> classified as: Plots / Charts
[Kwo20MWWCb] figure_1.jpg -> classified as: Plots / Charts
[KxQnhe5UuJ] figure_2.jpg -> classified as: Architecture Diagram
[KxQnhe5UuJ] figure_3.jpg -> classified as: Plots / Charts
[KxQnhe5UuJ] figure_1.jpg -> classified as: Architecture Diagram
[L0r0GphlIL] figure_5.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_6.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_9.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_13.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_2.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_11.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_7.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_3.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_4.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_9_1.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_1.jpg -> classified as: Plots / Charts
[L0r0GphlIL] figure_8.jpg -> classified as: Qualitative Examples
[L0r0GphlIL] figure_12.jpg -> classified as: Plots / Charts
[L5godAOC2z] figure_5.jpg -> classified as: Plots / Charts
[L5godAOC2z] figure_2.jpg -> classified as: Plots / Charts
[L5godAOC2z] figure_3.jpg -> classified as: Plots / Charts
[L5godAOC2z] figure_4.jpg -> classified as: Plots / Charts
[L5godAOC2z] figure_1.jpg -> classified as: Plots / Charts
[LGXlMmDarK] figure_2.jpg -> classified as: Plots / Charts
[LGXlMmDarK] figure_3.jpg -> classified as: Plots / Charts
[LGXlMmDarK] figure_4.jpg -> classified as: Plots / Charts
[LGXlMmDarK] figure_1.jpg -> classified as: Plots / Charts
[LHPWuckqgM] figure_2.jpg -> classified as: Plots / Charts
[LHPWuckqgM] figure_3.jpg -> classified as: Plots / Charts
[LHPWuckqgM] figure_4.jpg -> classified as: Plots / Charts
[LHPWuckqgM] figure_1.jpg -> classified as: Plots / Charts
[LNkMWCEssX] figure_2.jpg -> classified as: Plots / Charts
[LNkMWCEssX] figure_1.jpg -> classified as: Plots / Charts
[LOAfGVdL2G] figure_2.jpg -> classified as: Plots / Charts
[LOAfGVdL2G] figure_3.jpg -> classified as: Plots / Charts
[LOAfGVdL2G] figure_4.jpg -> classified as: Plots / Charts
[LOAfGVdL2G] figure_1.jpg -> classified as: Plots / Charts
[LPFxzTSZtR] figure_2.jpg -> classified as: Plots / Charts
[LPFxzTSZtR] figure_3.jpg -> classified as: Architecture Diagram
[LPFxzTSZtR] figure_4.jpg -> classified as: Plots / Charts
[LPFxzTSZtR] figure_1.jpg -> classified as: Plots / Charts
[LRifwkqJEW] figure_5.jpg -> classified as: Plots / Charts
[LRifwkqJEW] figure_6.jpg -> classified as: Plots / Charts
[LRifwkqJEW] figure_2.jpg -> classified as: Plots / Charts
[LRifwkqJEW] figure_7.jpg -> classified as: Qualitative Examples
[LRifwkqJEW] figure_3.jpg -> classified as: Qualitative Examples
[LRifwkqJEW] figure_4.jpg -> classified as: Qualitative Examples
[LRifwkqJEW] figure_1.jpg -> classified as: Architecture Diagram
[LRifwkqJEW] figure_8.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_5.jpg -> classified as: Plots / Charts
[LSp4KBhAom] figure_6.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_9.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_2.jpg -> classified as: Architecture Diagram
[LSp4KBhAom] figure_11.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_7.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_3.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_4.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_1.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_8.jpg -> classified as: Plots / Charts
[LSp4KBhAom] figure_12.jpg -> classified as: Qualitative Examples
[LSp4KBhAom] figure_10.jpg -> classified as: Plots / Charts
[LSrDaGWTnv] figure_5.jpg -> classified as: Qualitative Examples
[LSrDaGWTnv] figure_6.jpg -> classified as: Plots / Charts
[LSrDaGWTnv] figure_2.jpg -> classified as: Qualitative Examples
[LSrDaGWTnv] figure_3.jpg -> classified as: Plots / Charts
[LSrDaGWTnv] figure_4.jpg -> classified as: Plots / Charts
[LSrDaGWTnv] figure_1.jpg -> classified as: Architecture Diagram
[LVmafig6Tk] figure_2.jpg -> classified as: Plots / Charts
[LVmafig6Tk] figure_3.jpg -> classified as: Plots / Charts
[LVmafig6Tk] figure_1.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_5.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_9.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_2.jpg -> classified as: Other
  -> Skipping second pass (Other)
[LWeVVPuIx0] figure_7.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_3.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_4.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_5_1.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_1.jpg -> classified as: Plots / Charts
[LWeVVPuIx0] figure_8.jpg -> classified as: Plots / Charts
[LWuYsSD94h] figure_2.jpg -> classified as: Plots / Charts
[LWuYsSD94h] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[LbJqRGNYCf] figure_5.jpg -> classified as: Architecture Diagram
[LbJqRGNYCf] figure_6.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_9.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_13.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_2.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_11.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_7.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_3.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_4.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_1.jpg -> classified as: Architecture Diagram
[LbJqRGNYCf] figure_8.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_12.jpg -> classified as: Plots / Charts
[LbJqRGNYCf] figure_14.jpg -> classified as: Plots / Charts
[LbgIZpSUCe] figure_S1.jpg -> classified as: Plots / Charts
[LbgIZpSUCe] figure_S2.jpg -> classified as: Plots / Charts
[LbgIZpSUCe] figure_2.jpg -> classified as: Plots / Charts
[LbgIZpSUCe] figure_3.jpg -> classified as: Plots / Charts
[LbgIZpSUCe] figure_4.jpg -> classified as: Plots / Charts
[LbgIZpSUCe] figure_1.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_F_1.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_5.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_6.jpg -> classified as: Architecture Diagram
[LemSSn8htt] figure_2.jpg -> classified as: Qualitative Examples
[LemSSn8htt] figure_C_1.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_F.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_7.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_3.jpg -> classified as: Architecture Diagram
[LemSSn8htt] figure_4.jpg -> classified as: Plots / Charts
[LemSSn8htt] figure_C.jpg -> classified as: Architecture Diagram
[LemSSn8htt] figure_1.jpg -> classified as: Architecture Diagram
[LemSSn8htt] figure_F_2.jpg -> classified as: Plots / Charts
[Let8OMe20n] figure_5.jpg -> classified as: Qualitative Examples
[Let8OMe20n] figure_6.jpg -> classified as: Plots / Charts
[Let8OMe20n] figure_9.jpg -> classified as: Plots / Charts
[Let8OMe20n] figure_7.jpg -> classified as: Qualitative Examples
[Let8OMe20n] figure_3.jpg -> classified as: Architecture Diagram
[Let8OMe20n] figure_4.jpg -> classified as: Qualitative Examples
[Let8OMe20n] figure_1.jpg -> classified as: Qualitative Examples
[Let8OMe20n] figure_8.jpg -> classified as: Plots / Charts
[LfekK1E0QE] figure_5.jpg -> classified as: Qualitative Examples
[LfekK1E0QE] figure_6.jpg -> classified as: Plots / Charts
[LfekK1E0QE] figure_2.jpg -> classified as: Qualitative Examples
[LfekK1E0QE] figure_7.jpg -> classified as: Plots / Charts
[LfekK1E0QE] figure_3.jpg -> classified as: Architecture Diagram
[LfekK1E0QE] figure_4.jpg -> classified as: Plots / Charts
[LfekK1E0QE] figure_1.jpg -> classified as: Architecture Diagram
[Lfy9q7Icp9] figure_5.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_6.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_2.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_7.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_3.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_4.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_1.jpg -> classified as: Plots / Charts
[Lfy9q7Icp9] figure_8.jpg -> classified as: Plots / Charts
[LglOy15bqe] figure_2.jpg -> classified as: Plots / Charts
[LglOy15bqe] figure_3.jpg -> classified as: Plots / Charts
[LglOy15bqe] figure_4.jpg -> classified as: Plots / Charts
[LglOy15bqe] figure_1.jpg -> classified as: Plots / Charts
[LhuDdMEIGS] figure_5.jpg -> classified as: Plots / Charts
[LhuDdMEIGS] figure_6.jpg -> classified as: Qualitative Examples
[LhuDdMEIGS] figure_2.jpg -> classified as: Plots / Charts
[LhuDdMEIGS] figure_3.jpg -> classified as: Plots / Charts
[LhuDdMEIGS] figure_4.jpg -> classified as: Plots / Charts
[LhuDdMEIGS] figure_1.jpg -> classified as: Architecture Diagram
[LiUfN9h0Lx] figure_30.jpg -> classified as: Qualitative Examples
[LiUfN9h0Lx] figure_19.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_23.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_29.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_24.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_5.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_6.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_9.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_22.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_28.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_18.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_13.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_15.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_2.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_20.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_11.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_7.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_3.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_4.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_31.jpg -> classified as: Qualitative Examples
[LiUfN9h0Lx] figure_17.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_1.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_27.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_8.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_12.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_25.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_21.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_26.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_14.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_16.jpg -> classified as: Plots / Charts
[LiUfN9h0Lx] figure_10.jpg -> classified as: Plots / Charts
[LjQDYcFWmN] figure_2.jpg -> classified as: Plots / Charts
[LjQDYcFWmN] figure_3.jpg -> classified as: Plots / Charts
[LjQDYcFWmN] figure_4.jpg -> classified as: Plots / Charts
[LjQDYcFWmN] figure_1.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_5.jpg -> classified as: Architecture Diagram
[LqRGsGWOTX] figure_6.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_2.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_7.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_3.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_4.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_1.jpg -> classified as: Plots / Charts
[LqRGsGWOTX] figure_8.jpg -> classified as: Plots / Charts
[LtHy5y4Ep0] figure_2.jpg -> classified as: Plots / Charts
[LtHy5y4Ep0] figure_3.jpg -> classified as: Plots / Charts
[LtHy5y4Ep0] figure_4.jpg -> classified as: Plots / Charts
[LtHy5y4Ep0] figure_1.jpg -> classified as: Architecture Diagram
[LvNROciCne] figure_5.jpg -> classified as: Plots / Charts
[LvNROciCne] figure_6.jpg -> classified as: Plots / Charts
[LvNROciCne] figure_2.jpg -> classified as: Plots / Charts
[LvNROciCne] figure_3.jpg -> classified as: Plots / Charts
[LvNROciCne] figure_4.jpg -> classified as: Plots / Charts
[LvNROciCne] figure_1.jpg -> classified as: Plots / Charts
[LzPWWPAdY4] figure_2.jpg -> classified as: Plots / Charts
[LzPWWPAdY4] figure_3.jpg -> classified as: Plots / Charts
[LzPWWPAdY4] figure_1.jpg -> classified as: Plots / Charts
[M1y9JAL7CP] figure_5.jpg -> classified as: Plots / Charts
[M1y9JAL7CP] figure_2.jpg -> classified as: Plots / Charts
[M1y9JAL7CP] figure_3.jpg -> classified as: Qualitative Examples
[M1y9JAL7CP] figure_4.jpg -> classified as: Plots / Charts
[M1y9JAL7CP] figure_1.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_5.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_6.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_9.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_13.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_2.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_11.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_7.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_3.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_4.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_1.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_8.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_12.jpg -> classified as: Plots / Charts
[M5u38Os65F] figure_10.jpg -> classified as: Plots / Charts
[M8XUdsjxQM] figure_2.jpg -> classified as: Plots / Charts
[M8XUdsjxQM] figure_3.jpg -> classified as: Plots / Charts
[M8XUdsjxQM] figure_4.jpg -> classified as: Plots / Charts
[M8XUdsjxQM] figure_1.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_19.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_22.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_18.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_13.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_15.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_2.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_11.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_3.jpg -> classified as: Qualitative Examples
[MCHuGOkExF] figure_17.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[MCHuGOkExF] figure_12.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_14.jpg -> classified as: Plots / Charts
[MCHuGOkExF] figure_16.jpg -> classified as: Plots / Charts
[MCQdWMs5iA] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[MF7ljU8xcf] figure_5.jpg -> classified as: Plots / Charts
[MF7ljU8xcf] figure_2.jpg -> classified as: Plots / Charts
[MF7ljU8xcf] figure_3.jpg -> classified as: Plots / Charts
[MF7ljU8xcf] figure_4.jpg -> classified as: Plots / Charts
[MF7ljU8xcf] figure_1.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_F_1.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_3.1_1.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_4.2.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_3.2.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_F_3.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_4.3.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_4.1.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_3.1_2.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_F.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_3.1.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_3.3.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_4.1_1.jpg -> classified as: Plots / Charts
[MHjigVnI04] figure_F_2.jpg -> classified as: Plots / Charts
[MIKNVIxd2X] figure_5.jpg -> classified as: Plots / Charts
[MIKNVIxd2X] figure_2.jpg -> classified as: Plots / Charts
[MIKNVIxd2X] figure_3.jpg -> classified as: Architecture Diagram
[MIKNVIxd2X] figure_4.jpg -> classified as: Plots / Charts
[MIKNVIxd2X] figure_1.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_5.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_6.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_9.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_2.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_7.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_3.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_4.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_1.jpg -> classified as: Plots / Charts
[MJJcs3zbmi] figure_8.jpg -> classified as: Plots / Charts
[MVe2dnWPCu] figure_5.jpg -> classified as: Qualitative Examples
[MVe2dnWPCu] figure_6.jpg -> classified as: Qualitative Examples
[MVe2dnWPCu] figure_2.jpg -> classified as: Architecture Diagram
[MVe2dnWPCu] figure_7.jpg -> classified as: Plots / Charts
[MVe2dnWPCu] figure_(b)_Comparing_between.jpg -> classified as: Plots / Charts
[MVe2dnWPCu] figure_3.jpg -> classified as: Plots / Charts
[MVe2dnWPCu] figure_4.jpg -> classified as: Architecture Diagram
[MVe2dnWPCu] figure_1.jpg -> classified as: Architecture Diagram
[MVe2dnWPCu] figure_$s___{.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_5.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_6.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_9.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_13.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_15.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_2.jpg -> classified as: Architecture Diagram
[MVpvyeVeyI] figure_11.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_7.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_3.jpg -> classified as: Plots / Charts
[MVpvyeVeyI] figure_4.jpg -> classified as: Plots / Charts
